name,avg_seed,avg_ht,avg_age,avg_rank,avg_rank_pts,avg_aces,avg_dfs,avg_svpts,avg_1stIn,avg_1stWon,avg_2ndWon,avg_SvGms,avg_bpSaved,avg_bpFaced,wfactor
Mike Urbanija,0.0,0.0,24.6338124573,580.5,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00182376393111
Felix Mantilla,2.29942415417,180.0,27.0777274127,57.9976946399,673.691323578,2.77766234971,2.58413873277,72.2095520324,43.1739761913,28.8678332213,14.7336325847,11.2139968081,3.82560613011,6.79976848843,126.403147462
Dmitriy Makeyev,0.0,0.0,19.7653920461,1108.41440107,5.31261259421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12239476946
Dennis Van Scheppingen,0.23936846016,185.0,27.2071090311,150.533571541,227.57961344,3.99430124451,3.90109752404,74.4058341471,43.581909,31.3781279797,14.1126479627,11.0798169391,4.53389667288,7.23289458756,15.2653889529
Tigran Martirosyan,0.0,0.0,17.8973305955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Juan Albert Viloca Puig,0.0,185.0,27.8364134155,180.916666667,219.5,2.91666666667,2.58333333333,74.8333333333,46.4166666667,30.3333333333,14.6666666667,11.3333333333,4.91666666667,7.83333333333,12.0
Russell Moseley,0.0,0.0,29.3730321697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00182376393111
Faisal Aidil,0.0,0.0,17.5386721424,1335.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0497870683679
Chemseddine Belal,0.0,180.0,23.4962354552,553.0,31.0,0.0,1.0,58.0,25.0,15.0,17.0,8.0,5.0,8.0,1.0
Mustafa Azkara,0.0,0.0,30.2669404517,760.0,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Ingo Neumuller,0.0,183.0,24.3093771389,886.0,8.0,0.0,1.0,54.0,22.0,9.0,16.0,8.0,4.0,9.0,0.367879441171
Roberto Carballes Baena,0.0,0.0,21.7301127644,206.449272752,299.913514721,2.81934071659,3.14567975226,76.2985305872,45.6391717443,28.6546679172,14.1320314009,10.9116568171,5.07292992302,8.98883456521,0.0157176292852
Lamine Ouahab,0.0,185.0,20.8039585817,356.88904524,101.638338474,0.145731477508,0.260671088091,6.74237072775,4.21116744677,2.63377802965,1.10330775531,1.03824530594,0.337611141616,0.730730045691,1.28911651499
Tadas Babelis,0.0,0.0,19.6157882728,1351.0,4.0,3.33333333333,2.66666666667,89.0,56.0,34.6666666667,16.3333333333,11.6666666667,6.0,9.33333333333,0.00100638788371
Jad Ballout,0.0,0.0,18.803559206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000911881965555
Jing Zhu Yang,0.0,0.0,25.0485968515,1076.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alexander Vasquez,0.0,0.0,24.0547570157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Blake Strode,0.0,188.0,24.5995893224,393.0,95.0,8.0,3.0,54.0,32.0,24.0,8.0,10.0,2.0,6.0,0.00247875217667
Jerzy Janowicz,3.39441781818,203.0,20.9730510782,193.970831409,735.364619192,6.06921486678,2.78994210646,53.1409330414,32.3108561805,24.2355594426,10.3759786821,8.36309985479,2.62734540128,4.10114027663,0.479786199786
Sun Yong Kim Jr,0.0,0.0,18.3558757821,842.673723746,13.0923177257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455792918078
Roman Margoulis,0.0,0.0,20.1889117043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366312777775
Juan Pablo Barboza,0.0,0.0,21.9986310746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bertrand Madsen,0.0,0.0,31.2605292748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27710001529
Stefano Ianni,0.0,0.0,25.4757015743,559.0,43.0,1.5,4.0,54.0,30.0,20.5,10.5,7.5,4.5,7.0,0.0995741367357
Daniel Smethurst,0.0,0.0,23.6933607118,234.0,205.0,4.0,6.0,97.0,58.0,43.0,20.0,15.0,5.0,8.0,0.000911881965555
Baris Erguden,0.0,0.0,24.6821124843,1297.49327982,3.19317573589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00921669917575
Romano Tatuhey,0.0,0.0,23.379192334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0732625555549
Jason Engelhardt,0.0,0.0,25.158110883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0183156388887
Bruno Soares,0.0,180.0,23.3042730956,330.543222007,90.4945420481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142073230236
Kristian Pless,0.141474149227,188.0,20.8156793652,127.313799294,344.092698314,4.64989107125,2.60942931689,60.7272424326,36.868867719,26.0994462829,12.2912802069,9.52630679109,3.32184447386,5.34042014531,56.5474331791
Yen Hsun Lu,0.204999958591,180.0,21.1651450445,86.3260590241,317.065838494,2.19307779744,1.96074254101,38.1170551375,22.9546104682,16.1505736967,7.28130526311,6.05006268588,1.93008531137,3.53110772708,12.2332008728
Tiago Fernandes,0.0,0.0,17.2183436003,937.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00673794699909
Alejandro Falla,0.00412631389198,185.0,22.0159503081,365.10274146,300.882072538,2.23986156371,1.48150194242,55.4739338356,33.7971915028,22.1816022619,10.5596249599,8.47542177259,3.38330577635,5.90868713807,7.10868378429
Erhan Oral,0.0,0.0,29.3798767967,955.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Thomas Schoorel,0.0,203.0,22.0205293247,138.463489977,404.160767664,3.49028458754,1.55123759446,53.7762366081,34.6443062764,23.3978337165,8.91961616817,8.14399737094,3.23174498847,5.42933158062,0.0521231333469
Ramon Delgado,0.779418708244,185.0,25.2746716383,147.353192187,297.8050862,5.34869373728,2.2217770952,67.6261990531,41.1689978208,28.2127677053,13.1451751736,10.6966842679,2.85314180434,5.58530220197,41.1772657219
Rachid Baba Aissa,0.0,0.0,21.3920139506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185122351604
Daniel Dutra Da Silva,0.0,175.0,20.5995893224,263.0,274.0,0.0,3.0,72.0,38.0,24.0,16.0,10.0,5.0,9.0,0.0183156388887
Austin Smith,0.0,0.0,22.6830937714,0.0,0.0,1.0,4.0,48.0,30.0,15.0,10.0,8.0,3.0,7.0,0.000335462627903
Mauricio Estivariz,0.0,0.0,20.1559122303,1034.1245807,7.46298078359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199468376879
Pavel Baranov,0.0,0.0,19.3456536619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Sarvar Ikramov,0.0,0.0,20.0840637441,933.802080955,9.35810997636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384418906738
Andrei Medvedev,0.647058823529,193.0,26.0726335709,52.25,821.147058824,4.67647058824,3.01470588235,75.2352941176,43.6617647059,30.0588235294,14.9264705882,11.1470588235,5.20588235294,8.26470588235,68.0
Radomir Vasek,0.0,188.0,27.832991102,470.0,44.0,2.0,4.0,58.0,32.0,18.0,12.0,9.0,3.0,7.0,1.0
Ahmad Rabeea Muhammad,0.0,0.0,19.2326160786,335.130411422,0.294710575874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.710758239492
Alexander Sadecky,0.0,193.0,23.3876340406,425.0,83.0,6.66666666667,5.0,76.0,45.3333333333,34.0,13.6666666667,13.0,2.0,5.33333333333,0.0202138409973
Harri Heliovaara,0.0,0.0,21.3863632099,297.894325678,76.4787332873,0.189933900177,0.0976802915196,3.04979576856,1.83964549029,1.29697720407,0.54266828622,0.461268043287,0.141093754417,0.260480777386,0.0618172530846
Nomi Qamar,0.0,0.0,19.5029195446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00642944882
Eric Taino,0.0,175.0,26.6046725437,261.811559565,154.540485972,4.16508444195,2.17791555634,66.7150445311,35.2341248549,24.4757558713,16.3139766781,10.3887857447,2.70639117124,5.09428325661,15.1418869099
Johann Coles,0.0,0.0,20.9609856263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00673794699909
Louis Wessels,0.0,0.0,17.8726899384,0.0,0.0,2.5,4.5,62.0,44.0,28.0,7.0,10.5,3.0,6.5,0.000670925255805
Solon Peppas,0.0,0.0,26.3297204195,236.664672072,166.17386437,0.0852096579374,0.0852096579374,4.77174084449,3.4083863175,1.61898350081,0.511257947624,0.596467605562,0.255628973812,0.681677263499,11.7357588823
Patricio Alvarado,0.0,0.0,17.4866529774,1222.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0497870683679
Robert Lindstedt,0.0,190.0,30.5441241364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0565250153669
Gwinyai Tongoona,0.0,0.0,30.162528173,850.998985113,13.6407885906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.970668302315
Tim Smyczek,0.0326551504511,175.0,24.1403607744,209.56633678,348.550528658,3.32216032437,2.43960974825,82.9055307424,51.8231053092,32.9227191643,16.0201265661,12.3735626354,5.43053081389,9.01787009615,0.223396788061
Eduardo Schwank,1.45324937862,183.0,22.9093528842,88.705003398,700.093333228,3.76537229164,3.04203847661,77.0368722843,47.7067150774,31.9045322893,14.9060941152,11.6476870923,4.32833027614,7.32809406273,1.24961437469
Christian Lindell,0.0,0.0,20.1564288213,391.780675601,133.00026844,2.46014104065,1.96373526591,55.5586019339,36.0485109628,19.3243461184,8.2119610464,8.50082607225,3.48061157074,7.85332152106,0.04471088749
Juan Carlos Saez,0.0,0.0,23.9945242984,239.0,201.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00273564589666
Andres Pedroso,0.0,0.0,25.5605749487,286.0,114.0,2.0,0.0,41.0,26.0,8.0,8.0,7.0,3.0,8.0,0.135335283237
Jurgen Melzer,2.0720594913,183.0,22.7816050889,104.074826089,554.75381538,4.74660416202,2.86928333255,71.4550694821,42.0831114758,29.3160821872,14.1676139762,10.7841187265,3.95882386872,6.58568863089,50.4087023192
Marcel Felder,0.0,0.0,18.7800131681,851.551558938,24.4397285158,0.0140047528043,0.00875297050269,0.467408624844,0.318608126298,0.199567727461,0.0840285168259,0.0752755463232,0.0332612879102,0.0542684171167,3.84894876374
Ismar Gorcic,0.0,0.0,26.8911704312,579.666666667,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202138409973
Alan Mackin,0.0,183.0,22.8693314903,293.372463954,119.596733341,1.42935641798,2.50491576895,63.1502038336,41.2665453426,25.1317462447,8.52762046329,9.26664831844,4.12783916549,8.05859786753,2.47101707775
Rami Osman,0.0,0.0,18.4231875114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207943910654
Frederik Nielsen,0.0,190.0,21.3921493219,735.770345378,49.1266300722,0.771990698718,0.299626700271,16.571633005,9.37241164147,4.62872313442,2.52377634041,2.64023713049,1.72026799991,3.47354617131,1.58300933983
Mathias Hellstrom,0.0,0.0,26.3682409309,534.0,37.0,3.0,3.0,63.0,32.0,16.0,13.0,11.0,3.0,10.0,0.135335283237
Brian Vahaly,1.17931188768,183.0,23.7502627535,94.9658849443,403.248843005,2.96492646991,3.29903479249,79.6361652496,51.717567554,33.2634798449,14.3946517114,12.2406963445,4.37885812966,7.71968444382,19.6524812783
Guillermo Carter,0.0,0.0,25.5770020534,904.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367879441171
Olivier Sajous,0.0,0.0,17.9311266195,58.80118022,4.5767151722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300799416177
Jose Bernard,0.0,0.0,22.7685195553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.871094165579
Esat Tanik,0.0,0.0,20.4681724846,692.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Greg Jones,0.0,190.0,21.26478203,298.652005209,164.188808503,6.52491282765,2.76075349426,75.4382203526,47.3175587012,30.6462390001,13.0380696055,11.1129759617,7.16756656701,10.8204678927,0.045965736416
Leroy Tujeehut,0.0,0.0,22.2751540041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367879441171
Komlavi Loglo,0.0,183.0,23.613963039,611.0,36.0,1.0,0.0,44.0,29.0,17.0,9.0,8.0,1.0,4.0,0.0183156388887
Juan Borba,0.0,0.0,17.8795345654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00364752786222
Naser Al Obaidly,0.0,0.0,18.2169913977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00834813849555
Gert Vilms,0.0,0.0,20.8980150582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Kerlin Leon Zamora,0.0,0.0,19.3963039014,656.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Luke Saville,0.0,0.0,20.2237393451,243.995417739,217.333352716,6.26623857218,5.49968318256,101.165708937,60.8482099437,37.4270575477,20.0303715568,15.3390214932,7.19666897727,12.1732229972,0.0082855065979
Fredrik Ask,0.0,0.0,19.6577686516,1428.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134758939982
Oliver Gross,0.0,185.0,28.0680625143,169.389870006,238.320201462,2.6450125914,2.47195807539,71.9774402785,44.2366582724,29.6949350028,13.1169706668,11.2079371131,3.42339413336,7.07592663194,7.5751560882
Todd Woodbridge,0.0,178.0,29.6962002799,162.854901559,167.710557788,3.0942907341,4.61763386473,87.7826479028,53.078987208,35.4653322601,16.5187520728,13.2816479202,5.33170095722,8.94964089247,21.0064294488
Luis Haddock,0.0,0.0,22.0602327173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.270670566473
Yaraslau Shyla,0.0,0.0,22.9986568946,527.062365869,76.7781279588,4.82512229547,3.30048918189,73.6577563383,48.4114252025,35.5148494758,10.645352772,12.0221872041,3.57389934074,6.69951081811,0.00191826984926
Mathieu Montcourt,0.0,183.0,22.3966760545,148.417478265,322.168420519,2.00508281114,3.82154451407,72.2232825776,47.0304968669,29.0110838309,11.1927857108,11.5261190441,4.15071324485,8.48404657819,0.557977448643
Federico Gaio,0.0,0.0,23.5679513928,251.181623548,214.576033306,1.46211715726,3.73105857863,53.7651798992,34.151531371,23.2689414214,6.73105857863,9.26894142137,1.88258994959,5.42047279233,0.00124734459346
Ryan Henry,0.0,183.0,18.2477754962,578.0,30.0,10.0,5.0,131.0,74.0,49.0,27.0,21.0,3.0,11.0,0.367879441171
Jonas Bjorkman,1.91515311318,183.0,29.6501025626,55.6542373507,693.702574374,3.82540274054,2.79174254395,74.0431014123,44.2062564055,30.9555306279,15.0230804943,11.3776240405,4.16512399774,6.82732615438,156.795877746
Izak Van Der Merwe,0.0,196.0,24.5295490809,385.214235925,168.397890552,2.15176607443,1.12968644591,20.312021246,11.568770217,8.71122178496,4.37677277769,3.27485950689,0.846921892743,1.59587851082,0.422205833572
Jean Jacques Rakotohasy,0.0,0.0,21.3045579354,0.0,0.0,2.15153137096,1.61364852822,21.5153137096,13.4470710685,9.68189116932,5.64776984877,3.76517989918,0.53788284274,0.80682426411,0.00124734459346
Herkko Pollanen,0.0,0.0,19.1971272731,733.271302316,25.7768120175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00586938631889
Lee Childs,0.0,0.0,19.2407824965,380.057030919,73.8786905932,3.88689180565,3.33874499984,70.1188194824,38.399000718,26.2114603912,15.6124487898,10.6184655072,4.8421566222,8.00747142333,7.42409595836
Lorenzo Sonego,0.0,0.0,20.9965776865,333.0,146.0,5.0,4.0,130.0,80.0,47.0,24.0,16.0,9.0,15.0,0.000335462627903
Richard Krajicek,1.79790449095,196.0,29.1475662377,74.3625352994,888.172508613,13.9884031389,3.86321770554,78.2959288982,44.4766174864,36.2769020166,17.8758596348,12.8492408052,2.99686479558,4.61159954752,54.5079009998
Leonardo Kirche,0.0,188.0,19.7097878166,682.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135335283237
Filip Prpic,0.0,173.0,21.9288167825,450.199024808,73.3102216735,1.50456643608,2.1500922943,80.9199167414,58.2525223583,30.1211094176,10.9134812741,12.1667692548,5.36877228164,11.4949847374,1.00344772594
Kevin Krawietz,0.0,190.0,18.0188616881,292.169367124,10.831550436,3.41623535204,3.99572286732,65.9432878454,37.0039775851,22.2826235699,9.95214165839,10.5062659252,3.08575344049,8.57093324993,0.0275323380645
Jack Brasington,0.0,188.0,25.5314022741,179.759777661,223.878660712,5.82074353836,9.99055765377,118.058587802,67.031375743,47.9129370422,21.5020818418,17.6834201451,7.80921935038,12.5859479786,4.94303552937
Todd Reid,0.0,180.0,19.3016051065,220.29802608,165.907405622,3.03585293178,1.7917346086,68.5397156862,47.8098259615,30.3719426132,9.88834535345,10.4991846968,4.49425420704,7.57197763128,6.96496761793
Gregoire Burquier,0.0,0.0,30.2067077344,205.0,248.0,6.0,2.0,65.0,49.0,27.0,5.0,9.0,9.0,14.0,0.000911881965555
Miguel Gallardo Valles,0.0,0.0,21.54661535,340.981817137,102.721461548,0.0620368711132,0.157337550525,5.61400213584,3.56212089481,2.01543510231,0.833331059902,0.791016475429,0.515554639774,0.938990930554,7.57321946633
Minh Quan Do,0.0,0.0,21.8325151853,1403.09207986,1.97340658208,0.0,2.96010987313,51.3085711342,26.6409888581,17.7606592388,5.92021974625,8.88032961938,0.986703291042,5.92021974625,0.137159047168
Diego Moyano,0.0,175.0,26.2441419636,158.920292202,255.338040591,6.16557954585,6.16557954585,92.119202922,48.4304350643,35.761594156,24.9271737018,15.761594156,3.23840584404,7.47681168809,1.13533528324
Alex Llompart,0.0,0.0,21.9784321236,616.893850077,3.57110936531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0310840529548
Nikola Cacic,0.0,0.0,25.6125941136,761.0,27.0,1.0,2.5,77.0,44.5,26.5,15.0,11.5,4.0,8.0,0.000670925255805
Joao Domingues,0.0,0.0,21.4045174538,599.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000911881965555
Miloslav Mecir,0.0,0.0,25.9495380641,228.973401724,208.077780257,6.36552928932,1.90341213205,79.2405961945,49.4754162953,35.9962384778,17.0378828427,12.2102363962,4.23105857863,5.63447071068,0.00678126828444
Colin Fleming,0.0,188.0,25.7354513063,589.857291831,64.7848832422,5.24475975098,2.88058442383,63.322253335,38.4954481006,30.1312727734,8.76116884766,10.1850519629,2.42388311523,4.63582467285,0.0317915328869
Nicolas Thomann,0.0,183.0,29.2346413142,184.302061085,221.034801585,7.44872908927,3.51225822891,76.3764922689,42.605766214,32.2124811355,17.2533358834,12.1518894291,3.88030321045,6.4006166556,18.0683274614
Daniel Willman,0.0,0.0,26.8473648186,357.5,84.5,1.0,2.0,29.0,18.5,9.5,4.5,4.5,3.0,5.5,0.735758882343
